label,sentence
1520,The total value of the deliveries is some EUR65m .,1
1521,"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",1
1522,The transaction is expected to be finalized by Dec 2009 .,1
1523,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1
1524,The turbines are expected to be launched by the end of 2012 .,1
1525,The value of the order is about EUR 30mn .,1
1526,The value of the order is around EUR 100 million .,1
1527,The value of the order is EUR 2.5 mn .,1
1528,The value of the order is EUR 4mn .,1
1529,"The value of the order is EUR 700,000 .",1
1530,The value of the order is nearly EUR400m .,1
1531,The value of the order is USD 2.2 mn .,1
1532,The value of the order is USD 2.3 mn .,1
1533,The value of the orders is about EUR 25mn .,1
1534,The value of the orders is about EUR 70mn .,1
1535,The value of the orders is over EUR 10mn .,1
1536,The value of the orders is over EUR 25mn .,1
1537,The value of the total investment is about EUR 600mn .,1
1538,The webcast may be followed online on the company website at www.ruukki.com/investors .,1
1539,"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",1
1540,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,1
1541,Their names have not yet been released .,1
1542,"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",1
1543,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",1
1544,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",1
1545,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",1
1546,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",1
1547,They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,1
1548,This amount will not be included in the pensionable salary .,1
1549,This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,1
1550,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,1
1551,This includes a EUR 39.5 mn change in the fair value of investment properties .,1
1552,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",1
1553,"Tiimari 's registered share capital is 16,474,755 shares as per today .",1
1554,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",1
1555,"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",1
1556,"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",1
1557,"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",1
1558,"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",1
1559,Union and company officials did not return calls yesterday .,1
1560,"Upon establishment , the plan is directed to approximately 20 persons .",1
1561,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1
1562,"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",1
1563,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",1
1564,"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",1
1565,What we think ?,1
1566,"When the product is manufactured in Finland , it is also packed in the country .",1
1567,Why not give your bedroom a cool makeover for summer .,1
1568,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1
1569,"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",1
1570,"With this , the company will exit the contract manufacturing service segment .",1
1571,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",1
1572,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",1
1573,- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,1
1574,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,1
1575,- Profit before taxes was EUR 105.9 82.7 million .,1
1576,"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",1
1577,"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",1
1578,"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",1
1579,The company continued the development of a fully human antibody in its VAP-1 antibody program .,1
1580,The profit after taxes was EUR 57.7 11.1 million .,1
1581,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,1
1582,"`` Over the years , the color orange has become synonymous with quality .",1
1583,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",1
